0 0 0 22186.4 0
1 -28.2486 -22186.4 42.4736 3.03237e-05
2 -14.1243 -14.1243 42.4736 3.03237e-05
3 -22186.4 -28.2486 44372.8 0
4 -7.06215 -11093.2 14.225 3.03237e-05
5 -11093.2 -7.06215 11093.2 0
6 -7.06215 -11093.2 14.225 3.03237e-05
7 -11093.2 -7.06215 11093.2 0
dends[0]
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
dends[1]
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
dends[2]
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
0.000000,-65.000000,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052932,0.596121,0.317677,0.052932,0.030346,0.596121,1.091489
0 0 0 22186.4 0
1 -28.2486 -22186.4 42.4736 3.01524e-05
2 -14.1243 -14.1243 42.4736 3.01524e-05
3 -22186.4 -28.2486 44372.8 0
4 -7.06215 -11093.2 14.225 3.01524e-05
5 -11093.2 -7.06215 11093.2 0
6 -7.06215 -11093.2 14.225 3.01524e-05
7 -11093.2 -7.06215 11093.2 0
dends[0]
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
dends[1]
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
dends[2]
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
0.010000,-64.999699,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052933,0.596121,0.317677,0.052934,0.030347,0.596110,1.091486
0 0 0 22186.4 0
1 -28.2486 -22186.4 42.4736 3.00045e-05
2 -14.1243 -14.1243 42.4736 3.00045e-05
3 -22186.4 -28.2486 44372.8 0
4 -7.06215 -11093.2 14.225 3.00045e-05
5 -11093.2 -7.06215 11093.2 0
6 -7.06215 -11093.2 14.225 3.00045e-05
7 -11093.2 -7.06215 11093.2 0
dends[0]
0.020000,-64.999399,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052934,0.596120,0.317677,0.052936,0.030347,0.596100,1.091484
0.020000,-64.999399,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052934,0.596120,0.317677,0.052936,0.030347,0.596100,1.091484
0.020000,-64.999399,0.000367,0.000011,0.000300,0.004400,-0.001220,-0.003210,0.052934,0.596120,0.317677,0.052936,0.030347,0.596100,1.091484
