0 0 0 332796 0
1 -6355.93 -332796 9533.91 -0.00292792
2 -3177.97 -3177.97 6355.94 -0.00292792
3 -3177.97 -3177.97 6355.94 -0.00292792
4 -3177.97 -3177.97 6355.94 -0.00292792
5 -3177.97 -3177.97 6355.94 -0.00292792
6 -3177.97 -3177.97 6355.94 -0.00292792
7 -3177.97 -3177.97 6355.94 -0.00292792
8 -3177.97 -3177.97 6355.94 -0.00292792
9 -3177.97 -3177.97 6355.94 -0.00292792
10 -3177.97 -3177.97 6355.94 -0.00292792
11 -3177.97 -3177.97 6355.94 -0.00292792
12 -3177.97 -3177.97 6355.94 -0.00292792
13 -3177.97 -3177.97 6355.94 -0.00292792
14 -3177.97 -3177.97 6355.94 -0.00292792
15 -3177.97 -3177.97 6355.94 -0.00292792
16 -3177.97 -3177.97 6355.94 -0.00292792
17 -3177.97 -3177.97 6355.94 -0.00292792
18 -3177.97 -3177.97 6355.94 -0.00292792
19 -3177.97 -3177.97 6355.94 -0.00292792
20 -3177.97 -3177.97 6355.94 -0.00292792
21 -3177.97 -3177.97 6355.94 -0.00292792
22 -3177.97 -3177.97 6355.94 -0.00292792
23 -3177.97 -3177.97 6355.94 -0.00292792
24 -3177.97 -3177.97 6355.94 -0.00292792
25 -3177.97 -3177.97 6355.94 -0.00292792
26 -3177.97 -3177.97 6355.94 -0.00292792
27 -3177.97 -3177.97 6355.94 -0.00292792
28 -3177.97 -3177.97 6355.94 -0.00292792
29 -3177.97 -3177.97 6355.94 -0.00292792
30 -3177.97 -3177.97 9533.91 -0.00292792
31 -332796 -6355.93 332796 0
