	1 
0 0 0 78.5398 0
1 -125 -78.5398 235.943 6297.59
2 -62.5 -62.5 173.443 6297.59
3 -62.5 -62.5 173.443 6297.59
4 -62.5 -62.5 173.443 6297.59
5 -62.5 -62.5 235.943 6297.59
6 -78.5398 -125 78.5398 0
48.443037
0 0 0 78.5398 0
1 -125 -78.5398 258.492 9157.98
2 -62.5 -62.5 195.992 9157.98
3 -62.5 -62.5 195.992 9157.98
4 -62.5 -62.5 195.992 9157.98
5 -62.5 -62.5 258.492 9157.98
6 -78.5398 -125 78.5398 0
70.992118
0 0 0 78.5398 0
1 -125 -78.5398 291.183 13271.4
2 -62.5 -62.5 228.683 13271.4
3 -62.5 -62.5 228.683 13271.4
4 -62.5 -62.5 228.683 13271.4
5 -62.5 -62.5 291.183 13271.4
6 -78.5398 -125 78.5398 0
103.683118
0 0 0 78.5398 0
1 -125 -78.5398 338.367 19160.1
2 -62.5 -62.5 275.867 19160.1
3 -62.5 -62.5 275.867 19160.1
4 -62.5 -62.5 275.867 19160.1
5 -62.5 -62.5 338.367 19160.1
6 -78.5398 -125 78.5398 0
150.866901
0 0 0 78.5398 0
1 -125 -78.5398 406.138 27548.4
2 -62.5 -62.5 343.638 27548.4
3 -62.5 -62.5 343.638 27548.4
4 -62.5 -62.5 343.638 27548.4
5 -62.5 -62.5 406.138 27548.4
6 -78.5398 -125 78.5398 0
218.637897
0 0 0 78.5398 0
1 -125 -78.5398 502.963 39432.9
2 -62.5 -62.5 440.463 39432.9
3 -62.5 -62.5 440.463 39432.9
4 -62.5 -62.5 440.463 39432.9
5 -62.5 -62.5 502.963 39432.9
6 -78.5398 -125 78.5398 0
315.463240
0 0 0 78.5398 0
1 -125 -78.5398 640.501 56172.1
2 -62.5 -62.5 578.001 56172.1
3 -62.5 -62.5 578.001 56172.1
4 -62.5 -62.5 578.001 56172.1
5 -62.5 -62.5 640.501 56172.1
6 -78.5398 -125 78.5398 0
453.001190
0 0 0 78.5398 0
1 -125 -78.5398 834.646 79599
2 -62.5 -62.5 772.146 79599
3 -62.5 -62.5 772.146 79599
4 -62.5 -62.5 772.146 79599
5 -62.5 -62.5 834.646 79599
6 -78.5398 -125 78.5398 0
647.146400
0 0 0 78.5398 0
1 -125 -78.5398 1106.84 112159
2 -62.5 -62.5 1044.34 112159
3 -62.5 -62.5 1044.34 112159
4 -62.5 -62.5 1044.34 112159
5 -62.5 -62.5 1106.84 112159
6 -78.5398 -125 78.5398 0
919.337299
0 0 0 78.5398 0
1 -125 -78.5398 1485.65 157077
2 -62.5 -62.5 1423.15 157077
3 -62.5 -62.5 1423.15 157077
4 -62.5 -62.5 1423.15 157077
5 -62.5 -62.5 1485.65 157077
6 -78.5398 -125 78.5398 0
1298.152940
0 0 0 78.5398 0
1 -125 -78.5398 2008.71 218545
2 -62.5 -62.5 1946.21 218545
3 -62.5 -62.5 1946.21 218545
4 -62.5 -62.5 1946.21 218545
5 -62.5 -62.5 2008.71 218545
6 -78.5398 -125 78.5398 0
1821.210905
0 0 0 78.5398 0
1 -125 -78.5398 2724.85 301945
2 -62.5 -62.5 2662.35 301945
3 -62.5 -62.5 2662.35 301945
4 -62.5 -62.5 2662.35 301945
5 -62.5 -62.5 2724.85 301945
6 -78.5398 -125 78.5398 0
2537.352742
0 0 0 78.5398 0
1 -125 -78.5398 3696.57 414070
2 -62.5 -62.5 3634.07 414070
3 -62.5 -62.5 3634.07 414070
4 -62.5 -62.5 3634.07 414070
5 -62.5 -62.5 3696.57 414070
6 -78.5398 -125 78.5398 0
3509.067990
0 0 0 78.5398 0
1 -125 -78.5398 5002.56 563362
2 -62.5 -62.5 4940.06 563362
3 -62.5 -62.5 4940.06 563362
4 -62.5 -62.5 4940.06 563362
